country,platform,month_latest,month_prev,seller_used_id,seller_name,final_revenue,final_revenue_prev,delta_final_revenue,growth_rate_revenue,final_quantity,final_quantity_prev,delta_final_quantity,growth_rate_quantity,abnormal_flag,abnormal_type,risk_level
PH,LAZ,2025-11,2025-10,PH.LAZ.1000334298,,0.0,7735.0,-7735.0,-100.0%,0.0,14.0,-14.0,-100.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.1000338414,,4041.0,24695.0,-20654.0,-83.64%,9.0,55.0,-46.0,-83.64%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.1000338906,,193.0,59.17,133.82999999999998,226.18%,3.0,1.0,2.0,200.0%,True,base-effect,low
PH,LAZ,2025-11,2025-10,PH.LAZ.1000339529,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.1000339838,,2630910.0,2406354.0,224556.0,9.33%,1489.0,1067.0,422.0,39.55%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100034387,,19986.489999999998,1100.6799999999998,18885.809999999998,1715.83%,151.0,45.0,106.0,235.56%,True,spike-out-trend,high
PH,LAZ,2025-11,2025-10,PH.LAZ.1000349222,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.1000350174,,1176.0,977.0,199.0,20.37%,8.0,7.0,1.0,14.29%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.1000350212,,53990.9,579.7,53411.200000000004,9213.59%,750.0,8.0,742.0,9275.0%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.1000350549,,3600.0,3600.0,0.0,0.0%,1.0,1.0,0.0,0.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.1000351620,,37400.0,2520.0,34880.0,1384.13%,141.0,18.0,123.0,683.33%,True,spike-out-trend,high
PH,LAZ,2025-11,2025-10,PH.LAZ.1000357220,,38181.0,5669.509999999999,32511.49,573.44%,429.0,77.0,352.0,457.14%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.1000357774,,1770.0,1770.0,0.0,0.0%,6.0,6.0,0.0,0.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.1000365280,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100036680,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.1000368412,,3974377.0,1002946.0,2971431.0,296.27%,7120.0,1630.0,5490.0,336.81%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.1000374494,,1004.0,3916.0,-2912.0,-74.36%,26.0,43.0,-17.0,-39.53%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100037696,,840249.75,19301.04,820948.71,4253.39%,243.0,88.0,155.0,176.14%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.100038322,,3600.0,19788.0,-16188.0,-81.81%,4.0,17.0,-13.0,-76.47%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.1000384514,,16929.0,20844.0,-3915.0,-18.78%,171.0,193.0,-22.0,-11.4%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.1000384731,,932.71,932.71,0.0,0.0%,1.0,1.0,0.0,0.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.1000387310,,680.0,395.76,284.24,71.82%,10.0,6.0,4.0,66.67%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100038835,,43281.0,33264.0,10017.0,30.11%,189.0,176.0,13.0,7.39%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.1000393047,,28767.0,72498.0,-43731.0,-60.32%,223.0,562.0,-339.0,-60.32%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.1000400935,,0.0,65.0,-65.0,-100.0%,0.0,1.0,-1.0,-100.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.1000409024,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.1000409348,,50.0,3660.0,-3610.0,-98.63%,1.0,61.0,-60.0,-98.36%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.1000416629,,0.0,937.0,-937.0,-100.0%,0.0,3.0,-3.0,-100.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.1000419373,,4093615.0,2775590.0,1318025.0,47.49%,10433.0,6202.0,4231.0,68.22%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.1000419715,,3490.0,2792.0,698.0,25.0%,10.0,8.0,2.0,25.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100042015,,13583.0,15777.74,-2194.74,-13.91%,17.0,22.0,-5.0,-22.73%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.1000420539,,16952.0,165554.91,-148602.91,-89.76%,104.0,1233.0,-1129.0,-91.57%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100043568,,0.0,169.0,-169.0,-100.0%,0.0,1.0,-1.0,-100.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100043569,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100044084,,965.0,3635.0,-2670.0,-73.45%,2.0,5.0,-3.0,-60.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.1000440921,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100044100,,1160.0,3480.0,-2320.0,-66.67%,2.0,6.0,-4.0,-66.67%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.1000446945,,3329.0,3036.0,293.0,9.65%,36.0,63.0,-27.0,-42.86%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.1000458429,,7948.0,9370.7,-1422.7000000000007,-15.18%,68.0,83.0,-15.0,-18.07%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.1000462337,,2178.0,6048.0,-3870.0,-63.99%,22.0,56.0,-34.0,-60.71%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.1000473691,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100047415,,4509.0,395.0,4114.0,1041.52%,7.0,1.0,6.0,600.0%,True,spike-out-trend,high
PH,LAZ,2025-11,2025-10,PH.LAZ.1000474490,,7099.0,1030.5,6068.5,588.89%,31.0,6.0,25.0,416.67%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.100048299,,371810.98,59148.17,312662.81,528.61%,3057.0,779.0,2278.0,292.43%,True,spike-out-trend,high
PH,LAZ,2025-11,2025-10,PH.LAZ.1000498778,,0.0,248.16,-248.16,-100.0%,0.0,6.0,-6.0,-100.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.1000500524,,3675.0,3840.0,-165.0,-4.3%,5.0,6.0,-1.0,-16.67%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.1000508232,,44571.0,42631.0,1940.0,4.55%,499.0,479.0,20.0,4.18%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.1000516090,,3200.0,4000.0,-800.0,-20.0%,4.0,5.0,-1.0,-20.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.1000521008,,630879.6,161971.2,468908.39999999997,289.5%,459.0,61.0,398.0,652.46%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.100056638,,4245.0,6715.0,-2470.0,-36.78%,11.0,17.0,-6.0,-35.29%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100058734,,2492.0,1044.0,1448.0,138.7%,14.0,6.0,8.0,133.33%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100059222,,0.0,2628.0,-2628.0,-100.0%,0.0,12.0,-12.0,-100.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100060701,,0.0,10725.0,-10725.0,-100.0%,0.0,39.0,-39.0,-100.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100061176,,360.0,0.0,360.0,-,2.0,0.0,2.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100062169,,1224.0,0.0,1224.0,-,12.0,0.0,12.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100065137,,2086499.0,1220611.0,865888.0,70.94%,1801.0,1089.0,712.0,65.38%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100065226,,0.0,7952802.76,-7952802.76,-100.0%,0.0,13609.0,-13609.0,-100.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100069376,,910.0,428.74,481.26,112.25%,35.0,17.0,18.0,105.88%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100070781,,55092.0,31701.22,23390.78,73.79%,45.0,81.0,-36.0,-44.44%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100071509,,4108051.74,295644.0,3812407.74,1289.53%,9366.0,457.0,8909.0,1949.45%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.100072409,,1009781.0,4600196.0,-3590415.0,-78.05%,3224.0,11472.0,-8248.0,-71.9%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100072879,,441745.04000000004,443779.0,-2033.9599999999627,-0.46%,836.0,748.0,88.0,11.76%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100073235,,3909.0,3125.34,783.6599999999999,25.07%,21.0,18.0,3.0,16.67%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100074184,,3082317.76,2834830.76,247487.0,8.73%,1224.0,1177.0,47.0,3.99%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100075017,,64566.0,140088.78,-75522.78,-53.91%,153.0,457.0,-304.0,-66.52%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100082218,,22755.5,11271.25,11484.25,101.89%,232.0,127.0,105.0,82.68%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100082272,Reckitt Wellness,2170839.63,2976911.5,-806071.8700000001,-27.08%,5233.0,8371.0,-3138.0,-37.49%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100082493,Lysol and Reckitt Home Store,3956216.08,3248194.12,708021.96,21.8%,7714.0,7380.0,334.0,4.53%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100083208,,42003.0,15796.0,26207.0,165.91%,117.0,55.0,62.0,112.73%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100086725,,882.1500000000001,705.72,176.43000000000006,25.0%,5.0,4.0,1.0,25.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100092990,,1620.0,1350.0,270.0,20.0%,6.0,5.0,1.0,20.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100097065,,13413.0,10873.6,2539.3999999999996,23.35%,185.0,160.0,25.0,15.62%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100107923,,32324.5,5800.6,26523.9,457.26%,35.0,4.0,31.0,775.0%,True,spike-out-trend,high
PH,LAZ,2025-11,2025-10,PH.LAZ.100109526,,526459.0,668357.0,-141898.0,-21.23%,1945.0,2620.0,-675.0,-25.76%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100109555,,3094908.9,1605170.0,1489738.9,92.81%,901.0,450.0,451.0,100.22%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100117440,,884817.0,231840.0,652977.0,281.65%,1133.0,105.0,1028.0,979.05%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.100119553,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100119682,,649.0,3312.0,-2663.0,-80.4%,11.0,58.0,-47.0,-81.03%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100122778,,27274.0,196819.0,-169545.0,-86.14%,51.0,354.0,-303.0,-85.59%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100124417,Nestle Store,21424893.3589,17996146.4668,3428746.892099999,19.05%,37464.0,36674.0,790.0,2.15%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100127099,,29714.989999999998,27484.96,2230.029999999999,8.11%,228.0,67.0,161.0,240.3%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100127179,,427972.71,115866.96,312105.75,269.37%,4529.0,1361.0,3168.0,232.77%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.100130115,,4997662.0,3988135.0,1009527.0,25.31%,4929.0,3816.0,1113.0,29.17%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100130364,BETADINE,2899421.5439999998,3907284.0,-1007862.4560000002,-25.79%,12003.0,15403.0,-3400.0,-22.07%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100130884,,1485.0,13442.0,-11957.0,-88.95%,5.0,46.0,-41.0,-89.13%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100131251,,0.0,198.0,-198.0,-100.0%,0.0,2.0,-2.0,-100.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100132316,,346.5,1524.6,-1178.1,-77.27%,5.0,22.0,-17.0,-77.27%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100133456,,580.0,580.0,0.0,0.0%,1.0,1.0,0.0,0.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100134337,,399.5,1198.5,-799.0,-66.67%,2.0,6.0,-4.0,-66.67%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100135121,,17546.0,2950.0,14596.0,494.78%,174.0,50.0,124.0,248.0%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.100135452,,42290.0,40901.0,1389.0,3.4%,81.0,69.0,12.0,17.39%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100135498,,41920.0,30842.0,11078.0,35.92%,80.0,58.0,22.0,37.93%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100135767,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100135824,,7150.0,7260.0,-110.0,-1.52%,13.0,22.0,-9.0,-40.91%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100138485,,240215.0,282718.4,-42503.40000000002,-15.03%,1097.0,298.0,799.0,268.12%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100138628,,8886280.0,1560440.0,7325840.0,469.47%,3557.0,729.0,2828.0,387.93%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.100138658,,3674.65,954.0,2720.65,285.18%,42.0,6.0,36.0,600.0%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.100138868,,623042.0,510136.0,112906.0,22.13%,1133.0,691.0,442.0,63.97%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100139158,,17776.0,7333.92,10442.08,142.38%,202.0,88.0,114.0,129.55%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100140559,,35028.0,0.0,35028.0,-,304.0,0.0,304.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100141750,,520.0,0.0,520.0,-,8.0,0.0,8.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100143046,,138.0,0.0,138.0,-,6.0,0.0,6.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100145053,,196881.0,131664.0,65217.0,49.53%,580.0,214.0,366.0,171.03%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100153483,,200.0,0.0,200.0,-,1.0,0.0,1.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100153752,,13425.0,25796.0,-12371.0,-47.96%,28.0,34.0,-6.0,-17.65%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100154960,,3009.0,649.0,2360.0,363.64%,51.0,11.0,40.0,363.64%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.100155340,,11760.0,15488.0,-3728.0,-24.07%,12.0,16.0,-4.0,-25.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100155801,,4844.24,2009.92,2834.3199999999997,141.02%,28.0,11.0,17.0,154.55%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100157645,,4230.0,523.8,3706.2,707.56%,14.0,4.0,10.0,250.0%,True,spike-out-trend,high
PH,LAZ,2025-11,2025-10,PH.LAZ.100159281,Pedigree and Whiskas,60840522.708,24881936.28,35958586.427999996,144.52%,141628.0,64422.0,77206.0,119.84%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.100159363,,31734.0,57848.0,-26114.0,-45.14%,60.0,100.0,-40.0,-40.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.12339,,2324993.65,1752835.0,572158.6499999999,32.64%,3775.0,1685.0,2090.0,124.04%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.13,,182071.0,46412.8,135658.2,292.29%,2693.0,1184.0,1509.0,127.45%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.13553,,35000.0,31514.0,3486.0,11.06%,233.0,177.0,56.0,31.64%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.14343,,712540.34,624927.1,87613.23999999999,14.02%,1152.0,1207.0,-55.0,-4.56%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.1466,,11794.210000000001,2066.1000000000004,9728.11,470.84%,33.0,6.0,27.0,450.0%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.15922,,16820.83,774.04,16046.79,2073.12%,24.0,4.0,20.0,500.0%,True,spike-out-trend,high
PH,LAZ,2025-11,2025-10,PH.LAZ.1623,,534.6,596.3,-61.69999999999993,-10.35%,18.0,20.0,-2.0,-10.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.1670,,58289.590000000004,6365.139999999999,51924.450000000004,815.76%,644.0,193.0,451.0,233.68%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.18197,,0.0,1400.0,-1400.0,-100.0%,0.0,5.0,-5.0,-100.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.19135,,240589.83,51026.85,189562.97999999998,371.5%,1897.0,479.0,1418.0,296.03%,True,spike-out-trend,high
PH,LAZ,2025-11,2025-10,PH.LAZ.19236,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.1944,,4822437.06,6804760.75,-1982323.6900000004,-29.13%,16125.0,20991.0,-4866.0,-23.18%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.20326,,4962098.55,2860698.25,2101400.3,73.46%,11478.0,6062.0,5416.0,89.34%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.21007,,4950.0,16005.0,-11055.0,-69.07%,3.0,11.0,-8.0,-72.73%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.2242,,18178.0,9834.0,8344.0,84.85%,61.0,33.0,28.0,84.85%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.2358,,921.0,1330.38,-409.3800000000001,-30.77%,10.0,28.0,-18.0,-64.29%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.24274,,263232.0,25135.0,238097.0,947.27%,576.0,55.0,521.0,947.27%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.26629,Reckitt Health and Beauty,482459.246,606603.35,-124144.10399999999,-20.47%,1769.0,1907.0,-138.0,-7.24%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.35,,7035.0,14070.0,-7035.0,-50.0%,7.0,14.0,-7.0,-50.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.412,,1740.0,2320.0,-580.0,-25.0%,6.0,8.0,-2.0,-25.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500157582810,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500157591428,,6265.55,681.1500000000001,5584.4,819.85%,85.0,3.0,82.0,2733.33%,True,spike-out-trend,high
PH,LAZ,2025-11,2025-10,PH.LAZ.500157591505,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500157696504,,2279393.94,968314.13,1311079.81,135.4%,17963.0,6929.0,11034.0,159.24%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500157708009,,6510.0,2992.44,3517.56,117.55%,42.0,22.0,20.0,90.91%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500157708397,,267.0,178.0,89.0,50.0%,3.0,2.0,1.0,50.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500157753438,,1990.0,4255.24,-2265.24,-53.23%,10.0,22.0,-12.0,-54.55%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500157762038,,133.0,108.24,24.760000000000005,22.88%,7.0,6.0,1.0,16.67%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500157771224,,86250.0,24200.0,62050.0,256.4%,157.0,44.0,113.0,256.82%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.500157771549,,26872.0,68193.0,-41321.0,-60.59%,54.0,77.0,-23.0,-29.87%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500157780061,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500157819309,,0.0,35157.65,-35157.65,-100.0%,0.0,11.0,-11.0,-100.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500157831404,,449.0,2985.0,-2536.0,-84.96%,5.0,15.0,-10.0,-66.67%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500157831483,,924.0,860.0,64.0,7.44%,12.0,10.0,2.0,20.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500157855394,,398.0,2533.0,-2135.0,-84.29%,2.0,17.0,-15.0,-88.24%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500157861626,,31123544.21,28512603.6,2610940.6099999994,9.16%,30095.0,29309.0,786.0,2.68%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500157861676,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500157876544,Nestlé & Wyeth Nutrition,15868043.9222,9806894.4484,6061149.4738,61.8%,7144.0,4487.0,2657.0,59.22%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500157927243,,764076.0,855073.0,-90997.0,-10.64%,256.0,365.0,-109.0,-29.86%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500158038219,,485.0,297.0,188.0,63.3%,4.0,3.0,1.0,33.33%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500158107110,,150.0,117.0,33.0,28.21%,15.0,13.0,2.0,15.38%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500158122161,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500158191018,,3445.0,8019.96,-4574.96,-57.04%,5.0,12.0,-7.0,-58.33%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500158311003,,177.0,915.68,-738.68,-80.67%,3.0,16.0,-13.0,-81.25%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500158311133,,22692510.18,8503020.92,14189489.26,166.88%,16788.0,5940.0,10848.0,182.63%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500158314162,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500158488557,,495.0,384.0,111.0,28.91%,5.0,4.0,1.0,25.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500158491718,,254467.0,71253.59999999999,183213.40000000002,257.13%,133.0,33.0,100.0,303.03%,True,source-switch,medium
PH,LAZ,2025-11,2025-10,PH.LAZ.500158629240,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500158650341,,0.0,990.0,-990.0,-100.0%,0.0,1.0,-1.0,-100.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500158848066,,1168.0,825.0,343.0,41.58%,4.0,3.0,1.0,33.33%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500158968141,,183504.51,258069.24,-74564.72999999998,-28.89%,378.0,556.0,-178.0,-32.01%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500158986219,,204.0,181.39,22.610000000000014,12.46%,12.0,11.0,1.0,9.09%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500158989043,,1701.0,1961.74,-260.74,-13.29%,9.0,11.0,-2.0,-18.18%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500159094090,,99.0,693.0,-594.0,-85.71%,1.0,7.0,-6.0,-85.71%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500159109020,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500159133017,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500159145644,,6555073.93,2237424.77,4317649.16,192.97%,21872.0,8668.0,13204.0,152.33%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500159190052,,3612.0,3612.0,0.0,0.0%,4.0,4.0,0.0,0.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500159193296,,0.0,520.0,-520.0,-100.0%,0.0,2.0,-2.0,-100.0%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500159346341,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500159406112,,1874850.0,1631722.0,243128.0,14.9%,1851.0,1610.0,241.0,14.97%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500159556001,,3403739.0,3185118.4,218620.6000000001,6.86%,12163.0,12283.0,-120.0,-0.98%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500159559073,,7464559.0,3353335.0,4111224.0,122.6%,17216.0,31099.0,-13883.0,-44.64%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500159841018,,948.0,175.0,773.0,441.71%,12.0,1.0,11.0,1100.0%,True,spike-out-trend,high
PH,LAZ,2025-11,2025-10,PH.LAZ.500160000378,,15017.0,21168.4,-6151.4000000000015,-29.06%,128.0,220.0,-92.0,-41.82%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500160003323,,0.0,0.0,0.0,-,0.0,0.0,0.0,-,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500160090348,,236209.0,192838.49,43370.51000000001,22.49%,797.0,572.0,225.0,39.34%,False,none,none
PH,LAZ,2025-11,2025-10,PH.LAZ.500160198864,,45274286.0,27528430.0,17745856.0,64.46%,95899.0,79670.0,16229.0,20.37%,False,none,none
